Name	Set	ImageFile	Element	Hit Points	Powerlevel	Level/Rank	Typecasting	Cost	Rarity	Description
Penance Trap LNL 97	LNL	LNL-097.png	Light	N/A	N/A	Hyper Rank	Reaction Skill - Energy	9TP	Super Rare	Contingency: The user is =light= and an enemy Knocked Out a Character during this turn. (You may play this card immediately when this card's Contingency effect is triggered.);Hit target enemy for [!plv!+5] damage.;On Contingency Trigger: Put X Damage Counters on the attacker instead, where X is the Level of the Character that was Knocked Out.
Perfect Guard LNL 98	LNL	LNL-098.png	Time/Metal	N/A	N/A	Ultra Rank	Reaction Skill - Physical	10TP	Rare	Prevent 1 attack of Hyper Rank or lower that targets the user of this card until your next Starting Phase. If this is put into the chain after an attack, counter-hit for [!plv!*3] damage.
Sawblade Trap LNL 99	LNL	LNL-099.png	Metal	N/A	N/A	Hyper Rank	Reaction Skill - Physical	9TP	Super Rare	Contingency: The user is =metal= and an enemy is using a Reaction. (You may play this card immediately when this card's Contingency effect is triggered.);Hit target enemy for [!plv!+8] damage.;On Contingency Trigger: Counter-hit with this card for [!plv!+2] damage 3 times instead.
Shocking Trap LNL 100	LNL	LNL-100.png	Storm	N/A	N/A	Hyper Rank	Reaction Skill - Energy	9TP	Super Rare	Contingency: The user is =storm= and an enemy Player controls 5 or more Character or Item cards. (You may play this card immediately when this card's Contingency effect is triggered.);Hit up to 3 target enemies for [!plv!+3] damage.;On Contingency Trigger: Hit all enemies for [!plv!+3] damage instead. Additionally, put 1 Damage Counter on all Items you don't control that have !hp!.
Stasis Trap LNL 101	LNL	LNL-101.png	Time	N/A	N/A	Hyper Rank	Reaction Skill - Energy	8TP	Super Rare	Contingency: The user is =time= and an enemy Player has 15 or more !tp!. (You may play this card immediately when this card's Contingency effect is triggered.); Hit target enemy for [!plv!+2] damage 2 times.;On Contingency Trigger: All enemy Players lose 10 !tp!.
Treeroot Trap LNL 102	LNL	LNL-102.png	Nature	N/A	N/A	Hyper Rank	Reaction Skill - Physical	7TP	Super Rare	Contingency: The user is =nature= and a Player has 10 or fewer cards in their Discard Pile. (You may play this card immediately when this card's Contingency effect is triggered.);Hit target enemy for [!plv!*2] damage.;On Contingency Trigger: Target Player shuffles their Deck and sends the top 3 cards of their Deck to their Discard Pile.
Wormhole Trap LNL 103	LNL	LNL-103.png	Space	N/A	N/A	Hyper Rank	Reaction Skill - Energy	9TP	Super Rare	Contingency: The user is =space= and you have X or more cards in your Rift Zone, where X is equal to the user's Level. (You may play this card immediately when this card's Contingency effect is triggered.);Send target Character and all cards attached to and stacked under them to their owner's Discard Pile.;On Contingency Trigger: Send those cards to their owner's Rift Zone instead.
Abyssal Fortification LNL 104	LNL	LNL-104.png	Null	N/A	N/A	Devastation Rank	Reaction	15TP	Common	Block 1 attack that targets the user of this card. If successful, you may send up to 3 non-Character Item or Augment cards from your Discard Pile to your Hand.
Beam Sword Buster LNL 105	LNL	LNL-105.png	Light	N/A	N/A	Hyper Rank	Reaction - Energy	8TP	Common	Block 1 attack of Ultra Rank that targets the user of this card, or Deflect 1 attack of Hyper Rank or lower that targets the user of this card.;Counter-hit for [!plv!+2] damage.
Book It LNL 106	LNL	LNL-106.png	Time	N/A	N/A	Hyper Rank	Reaction - Physical	5TP	Uncommon	Prevent 1 attack that targets the user of this card. If successful, send the user to your Fighter Pool.
Chaos Hole LNL 107	LNL	LNL-107.png	Space	N/A	N/A	Devastation Rank	Reaction	10TP	Ultra Rare	Mythical (Only 1 copy of this card can exist in your Deck.);You need at least 5 cards in your Rift Zone in order to play this card.;On Draw: Play this card. If you can't, send it to your Rift Zone.;Until the end of the game, during each Player's End Phase, that player must send 2 cards from the top of their Deck to their Rift Zone. If they don't, they lose 5 !hp! for each card not sent to their Rift Zone this way.
Confound LNL 108	LNL	LNL-108.png	Water	N/A	N/A	Special Rank	Reaction	4TP	Common	Deflect 1 attack of Hyper Rank or lower unless the attacker discards 2 cards from their Hand.
Dissolving Venom LNL 109	LNL	LNL-109.png	Nature	N/A	N/A	Ultra Rank	Reaction - Physical	10TP	Uncommon	Negate 1 attack of Ultra Rank or lower that targets the user of this card. If successful, destroy all Items and Augments attached to the user. X becomes the total !tp! of all cards destroyed this way.;Counter-hit for X damage.
Explosive Push LNL 110	LNL	LNL-110.png	Fire	N/A	N/A	Special Rank	Reaction - Physical	8TP	Uncommon	Block 1 attack of Hyper Rank that targets the user of this card, or Negate 1 attack of Special Rank or lower that targets the user of this card. If successful, send the attacker to their owner's Backup Zone.
Expose Weakness LNL 111	LNL	LNL-111.png	Dark	N/A	N/A	Hyper Rank	Reaction	5TP	Common	Block 1 Physical attack of Special Rank or lower that targets the user of this card, then put 5 :drain: on the attacker.
Flushing Whirlpool LNL 112	LNL	LNL-112.png	Water	N/A	N/A	Hyper Rank	Reaction - Physical	10TP	Rare	This card can only be used by Characters.;Block 1 attack of Ultra Rank or lower. If successful, put up to 3 non-Character cards you don't control on the bottom of their owners' Decks.
Improv Session LNL 113	LNL	LNL-113.png	Null	N/A	N/A	Ultra Rank	Reaction	10TP	Ultra Rare	Block 1 attack of Ultra Rank or lower that targets the user of this card. If successful, counter-hit with target Skill of Hyper Rank or lower from your Discard Pile or Rift Zone without paying !tp!.
Momentum Cancel LNL 114	LNL	LNL-114.png	Null	N/A	N/A	Hyper Rank	Reaction	5TP	Uncommon	Prevent 1 attack of Special Rank or lower that targets the user of this card. If successful, put 2 :paralyze: on the attacker.
Pain Resonance LNL 115	LNL	LNL-115.png	Dark	N/A	N/A	Hyper Rank	Reaction - Energy	8TP	Uncommon	Counter-hit for [X*2] Unblockable damage, where X is the !tp! of the attacker's attack, unless the attacker sends the top 4 cards of their Deck to their Discard Pile.
Power Hijack LNL 116	LNL	LNL-116.png	Storm	N/A	N/A	Hyper Rank	Reaction - Energy	8TP	Rare	Negate 1 attack of Hyper Rank or lower that targets the user of this card. If successful, you may target 1 card that can hold :power:. Remove 3 :power: from your target.
Pressure Spray LNL 117	LNL	LNL-117.png	Metal/Water	N/A	N/A	Special Rank	Reaction	6TP	Uncommon	Negate 1 Physical or Energy attack of Hyper Rank or lower. If successful, target Player loses 4 !tp!.
Purgatory LNL 118	LNL	LNL-118.png	Fire	N/A	N/A	Legendary Rank	Reaction	25TP	Super Rare	Mythical (Only 1 copy of this card can exist in your Deck.);Prevent and destroy all Skills, Reactions, and face-down cards each enemy Player controls on the Field.
Purity Restore LNL 119	LNL	LNL-119.png	Light	N/A	N/A	Devastation Rank	Reaction	20TP	Super Rare	Negate 1 attack of Devastation Rank or lower that targets the user of this card. If successful, remove all unoriginal Keywords and Counters from the user. The user heals to full !hp!.
Raging Retaliation LNL 120	LNL	LNL-120.png	Earth	N/A	N/A	Ultra Rank	Reaction - Physical	10TP	Rare	Counter-hit for X Relentless damage, where X is the amount of damage the attacker dealt this turn.
Repulsor Strike LNL 121	LNL	LNL-121.png	Metal/Storm	N/A	N/A	Special Rank	Reaction - Energy	3TP	Common	Block 1 attack of Special Rank or lower that targets the user of this card.;Counter-hit for [!plv!+2] damage.
Thorn Barrier LNL 122	LNL	LNL-122.png	Nature	N/A	N/A	Special Rank	Reaction - Physical	4TP	Uncommon	Negate 1 Physical attack of Special Rank or lower that targets the user of this card, or Block 1 Normal Attack that targets the user of this card. If this card Negated or Blocked a Physical attack, put 3 Damage Counters on the attacker.
Soul of the Blade LNL 123	LNL	LNL-123.png	Light/Metal	30	3	Level 10 Knight	Skill Character - Physical	5CS	Uncommon	Signature: 5 !tp!. (You may pay this cost to activate one of this card's Skill or Reaction effects.);On Signature Paid: This Skill is Hyper Rank. Hit target enemy for !plv! damage 3 times.
Aquaforge LNL 124	LNL	LNL-124.png	Water	N/A	N/A	Ultra Rank	Skill	10TP	Common	Look at the top 5 cards of your Deck. You may reveal a card with Equip from those cards and attach it to a Character you control without paying !tp!. Put the rest of the cards back on top of your Deck in any order.
Astral Infusion LNL 125	LNL	LNL-125.png	Space	N/A	N/A	Hyper Rank	Skill	6TP	Super Rare	This card can be used from your Hand without you being in The Last Stand.;Up to 5 target Items or Augments you don't control gain Void.
Beyonder's Gaze LNL 126	LNL	LNL-126.png	Space	N/A	N/A	Devastation Rank	Skill	15TP	Common	Void (On Destroyed: Send this card to its owner's Rift Zone.);Hit target enemy for X damage, where X is the total !tp! divided by 2, rounded up, of all cards in your Rift Zone.
Blood Slash LNL 127	LNL	LNL-127.png	Dark	N/A	N/A	Hyper Rank	Skill - Physical	5TP	Common	Hit target enemy for [!plv!+4] damage. If successful, the user gains Bloodlust 1. Put 5 Damage Counters on the user.
Branch Barrage LNL 128	LNL	LNL-128.png	Nature	N/A	N/A	Hyper Rank	Skill - Physical	8TP	Rare	Hit target enemy for !plv! damage 3 times. If your target is a Player, that player discards a card for each successful hit. If your target is a Character, put 1 :poison: On your target for each successful hit.
Branching Strike LNL 129	LNL	LNL-129.png	Nature	N/A	N/A	Special Rank	Skill - Physical	4TP	Uncommon	Once per round, during your Starting Phase, if this card is in your Discard Pile, you may attach it face-down to a =nature= Character you control.;On Activate: Hit target enemy for [!plv!+2] damage.
Branding Palm LNL 130	LNL	LNL-130.png	Fire	N/A	N/A	Hyper Rank	Skill - Physical	6TP	Uncommon	Hit target enemy for [!plv!+4] damage. If successful, the next attack the defender receives during this turn deals Relentless damage.
Catapult Kick LNL 131	LNL	LNL-131.png	Metal	N/A	N/A	Hyper Rank	Skill - Physical	8TP	Common	Hit target enemy for [!plv!+4] damage. If successful, put 1 :paralyze: and 1 :fracture: on your target.
Double Shell Bomber LNL 132	LNL	LNL-132.png	Metal	N/A	N/A	Ultra Rank	Skill - Physical	10TP	Common	Hit target enemy for 10 damage 2 times.
Dragon Barrage LNL 133	LNL	LNL-133.png	Light/Fire	N/A	N/A	Ultra Rank	Skill - Physical	12TP	Uncommon	Overdrive: Discard 2 cards. (On Activate: You may pay this cost to trigger this card's Overdrive effect.);Hit target enemy for !plv! damage 3 times.;On Overdrive Paid: Hit your target for [!plv!+4] damage. If successful, put 3 :drain: on both the user and your target.
Everlasting Rend LNL 134	LNL	LNL-134.png	Earth	N/A	N/A	Legendary Rank	Skill	25TP	Ultra Rare	Send target card you don't control to their owner's Rift Zone, then search for all cards with the same name and put those cards in their owners' Rift Zones.
Genesis Mode LNL 135	LNL	LNL-135.png	Space/Time	N/A	N/A	Legendary Rank	Skill	30TP	Ultra Rare	This card can only be used by Characters.;On Activate: The user gains Multistrike 5 and can play cards and activate effects without paying !tp!.;During your End Phase, your !tp! becomes 0 and you receive damage equal to your !hp! divided by 2, rounded down.
Hurricane Axe Kick LNL 136	LNL	LNL-136.png	Time/Storm	N/A	N/A	Ultra Rank	Skill - Physical	12TP	Rare	Hit target enemy for [!plv!-2] damage 5 times. If successful, put 2 :paralyze: on your target.
Ion Discharge LNL 137	LNL	LNL-137.png	Storm	N/A	N/A	Ultra Rank	Skill - Energy	12TP	Rare	Lock-On (This card can directly attack enemy Players and Characters regardless of Combat Zone Order.);Put X :power: on the user, where X is the user's !tp!. During this turn's End Phase, if the user has more :power: Than they can hold, remove all :power: from them.;Hit all enemies for Y damage, where Y is the number of :power: on the user.
Junk Toss LNL 138	LNL	LNL-138.png	Earth	N/A	N/A	Hyper Rank	Skill - Physical	6TP	Uncommon	You must destroy all cards with Equip attached to the user in order to play this card. X becomes the amount of cards destroyed this way.;Hit target enemy for [!plv!+5] damage X times. For each successful hit, put 1 :fracture: on your target.
Leeching Blow LNL 139	LNL	LNL-139.png	Dark/Nature	N/A	N/A	Special Rank	Skill - Physical	5TP	Common	Hit target enemy for [!plv!+3] damage. If successful, the user heals for 2 !hp! for each card attached to your target.
Magnum Shotgun LNL 140	LNL	LNL-140.png	Metal	N/A	N/A	Ultra Rank	Skill - Physical	10TP	Uncommon	Hit target enemy for [!plv!+4] damage [X+1] times, where X is the amount of Items attached to the user.
Molten Spray LNL 141	LNL	LNL-141.png	Earth/Fire	N/A	N/A	Hyper Rank	Skill - Physical	8TP	Uncommon	Hit target enemy for [!plv!+3] damage. If successful, you may destroy an Item attached to your target. If you do, hit your target for 4 Unblockable damage.
Nitro Palm LNL 142	LNL	LNL-142.png	Fire	N/A	N/A	Special Rank	Skill - Physical	3TP	Common	Hit target enemy for [!plv!+2] damage. If successful, put 3 :poison: and 3 :drain: on your target.
Recharging Strike LNL 143	LNL	LNL-143.png	Storm	N/A	N/A	Hyper Rank	Skill - Physical	6TP	Uncommon	Hit up to 2 target enemies for [!plv!+2] damage. For each successful hit, choose 1:;  [+] Put 1 :power: on a card you control that can hold :power:.;  [+] An Item you control that has !hp! heals for 1 !hp!.
Rift Memory LNL 144	LNL	LNL-144.png	Space	N/A	N/A	Hyper Rank	Skill	5TP	Rare	This card can be played from your Hand without you being in The Last Stand.;This card can only be played from your Hand.;If this card is sent to your Rift Zone, send it to your Discard Pile instead.;You or an ally may use target Skill or Reaction from your Rift Zone as if it were attached to them until this turn's End Phase.
Rite of Reclamation LNL 145	LNL	LNL-145.png	Light	N/A	N/A	Hyper Rank	Skill	6TP	Uncommon	This card can only be used by Characters.;Put X target non-Character cards from your Discard Pile on the bottom of your Deck in any order, where X is the !tp! of the user.
Sparking Divekick LNL 146	LNL	LNL-146.png	Storm	N/A	N/A	Special Rank	Skill - Physical	7TP	Common	Hit target enemy for [!plv!+2] damage. If successful, Hit up to 3 target enemies for [!plv!-1] damage.
Treacherous Blade LNL 147	LNL	LNL-147.png	Dark	N/A	N/A	Special Rank	Skill - Physical	5TP	Uncommon	Hit target enemy for !plv! damage X times, where X is the amount of cards with Equip attached to your target.
Variable Thunder LNL 148	LNL	LNL-148.png	Nature/Storm	N/A	N/A	Ultra Rank	Skill - Energy	0TP	Rare	You must send your Hand to your Discard Pile in order to play this card. X becomes how many cards you sent to your Discard Pile this way.;Lock-On (This card can directly attack enemy Players and Characters regardless of Combat Zone Order.);Flip X Coins. For each Heads, Hit target enemy for [!plv!+X] damage.
Wasp Strike LNL 149	LNL	LNL-149.png	Nature	N/A	N/A	Hyper Rank	Skill - Physical	9TP	Rare	Hit target enemy for !plv! damage 5 times. For each successful hit, put 1 :poison: on your target.
Spectacular Rush LNL 150	LNL	LNL-150.png	Null	N/A	N/A		World Rule		Omega Rare	All Characters and Players can have an unlimited number of cards in their Equip Zones.
