Name	Set	ImageFile	Element	Hit Points	Powerlevel	Defense	Agility	Level/Rank	Typecasting	Cost	Rarity	Description
Breaker Beam	VIC	VIC-092.png	Nature	N/A	N/A	N/A	N/A	Ultra Rank	Reaction	10TP	Rare	This card can be played from your Hand without you being in The Last Stand.;Target 1 enemy Player. Your target reveals their Hand, then discards all Item cards from their Hand.
Densenium Shield	VIC	VIC-093.png	Metal	N/A	N/A	N/A	N/A	Ultra Rank	Reaction	10TP	Common	Block 1 Physical attack or Block 1 Energy or Unknown attack of Ultra Rank or lower.
Door of the Epilogue	VIC	VIC-094.png	Space/Time	N/A	N/A	N/A	N/A	Devastation Rank	Reaction - Trigger	0TP	Ultra Rare	Mythical >> (Only 1 copy of this card can exist in your Deck.);Void >> (On Destroyed: Send this card to its owner's Rift Zone.);Trigger: Your HP is equal to or less than 0. (This card is played face down in your Equip Zone. On Trigger: Reveal this card and activate it.);On Activate: Your HP is set to your TP, then your TP is set to 0.
Electron Overdose	VIC	VIC-095.png	Nature/Storm	N/A	N/A	N/A	N/A	Hyper Rank	Reaction - Trigger	6TP	Common	Trigger: An enemy Character has Lock-On. (This card is played face down in your Equip Zone. On Trigger: Reveal this card and activate it.);On Activate: Put 1 Paralyze Counter on all enemy Characters that have Lock-On. (During your Starting Phase, this card loses 1 Paralyze Counter and cannot act for this round.)
Flaming Axe Kick	VIC	VIC-096.png	Fire	N/A	N/A	N/A	N/A	Hyper Rank	Reaction - Physical	6TP	Common	Block 1 attack of Hyper Rank or lower.;Counter-hit for [PLV+5] damage.
Flashbang Aura	VIC	VIC-097.png	Light	N/A	N/A	N/A	N/A	Hyper Rank	Reaction	6TP	Common	Negate 1 attack of Ultra Rank or lower.;Put 2 Blindness Counters on all Characters in play. (On Attack: Flip a coin. If tails, this attack does nothing. During your End Phase, this card loses 1 Blindness Counter.)
Gemoid Cannon	VIC	VIC-098.png	Metal/Earth	N/A	N/A	N/A	N/A	Hyper Rank	Reaction - Physical	8TP	Uncommon	Negate 1 Energy attack of Hyper Rank or lower, or Block 1 attack of Special Rank or lower.;Counter-hit for [PLV+2] damage 3 times.
Heavy Guard	VIC	VIC-099.png	Metal	N/A	N/A	N/A	N/A	Special Rank	Reaction	2TP	Common	Block 1 Physical attack of Special Rank or lower.;The user gets +3 DEF until this this turn's End Phase.
Legendary Volley	VIC	VIC-100.png	Space/Metal	N/A	N/A	N/A	N/A	Legendary Rank	Reaction	25TP	Super Rare	Deflect 1 attack. If successful, you may redirect the attack towards any enemy. Additionally, the Deflected attack's damage is multiplied by 2 per hit before DEF calculations.
Moonblight	VIC	VIC-101.png	Space	N/A	N/A	N/A	N/A	Hyper Rank	Reaction	5TP	Uncommon	Counter-hit for [DEF+6] damage.;If the user is a Character, flip the user face-down.
Pause Buffer	VIC	VIC-102.png	Time	N/A	N/A	N/A	N/A	Devastation Rank	Reaction - Trigger	20TP	Rare	Trigger: You get attacked directly. (This card is played face down in your Equip Zone. On Trigger: Reveal this card and activate it.);On Activate: Prevent that attack, then target 1 enemy Player. Your target can't play or activate cards from their Hand, Deck, Discard Pile, Equip Zone, or their Characters' Equip Zones until your next Starting Phase.
Power Draw	VIC	VIC-103.png	Time	N/A	N/A	N/A	N/A	Hyper Rank	Reaction	0TP	Common	Void >> (On Destroyed: Send this card to its owner's Rift Zone.);On Draw: Play this card from your Hand.;You gain 2 TP.
Pressure Cannon	VIC	VIC-104.png	Storm/Water	N/A	N/A	N/A	N/A	Hyper Rank	Reaction - Energy	9TP	Common	Negate 1 Physical attack of Ultra Rank or lower.;Counter-hit for [PLV+4] damage. If successful, the defender gains Mute until your next End Phase. (This card's effects are ignored.)
Prism Shield	VIC	VIC-105.png	Light/Water	N/A	N/A	N/A	N/A	Hyper Rank	Reaction - Physical	8TP	Uncommon	Deflect 1 Energy attack of Hyper Rank or lower, or Block 1 attack of Special Rank or lower. If successful and the attack was Deflected, put 2 Curse Counters on the attacker. (During your Starting Phase, you may pay 1 TP for each Curse Counter on this card. If you don't, send this card to its owner's Rift Zone.)
Prismatic Multiplier	VIC	VIC-106.png	Space/Water	N/A	N/A	N/A	N/A	Ultra Rank	Reaction - Energy	15TP	Rare	Deflect 1 Energy attack of Ultra Rank or lower or Prevent 1 Physical attack of Hyper Rank or lower. If successful and you Deflected the attack, that attack hits all enemies.
Proximity Mine	VIC	VIC-107.png	Metal	N/A	N/A	N/A	N/A	Hyper Rank	Reaction - Physical	5TP	Common	Counter-hit for [PLV+DEF] Unblockable damage. (This attack's damage cannot be blocked.);If successful, the defender gains Stun. (This card cannot act until attacked or this turn's End Phase. The attacker may attack 1 extra time.)
Psionic Barrier	VIC	VIC-108.png	Space/Light	N/A	N/A	N/A	N/A	Special Rank	Reaction - Energy	5TP	Common	Block 1 Energy or Unknown attack of Hyper Rank or lower. If successful, the user heals 5 HP.
Psionic Shockwave	VIC	VIC-109.png	Space/Nature	N/A	N/A	N/A	N/A	Special Rank	Reaction	5TP	Uncommon	Deflect 1 Energy attack of Special Rank, Negate 1 Physical attack of Special Rank, Block 1 Unknown attack of Special Rank, or Prevent 1 Normal Attack. If successful, the attacker gains Stun. (This card cannot act until attacked or this turn's End Phase. The attacker may attack 1 extra time.)
Psychokinetic Revive	VIC	VIC-110.png	Space	N/A	N/A	N/A	N/A	Ultra Rank	Reaction	10TP	Rare	This card can only be used by Characters.;This card can only be used if the user gets Knocked Out or their HP becomes 0.;The user heals to half of their Max HP divided by 2, rounded up instead of being Knocked Out.
Pulse Shield	VIC	VIC-111.png	Water	N/A	N/A	N/A	N/A	Special Rank	Reaction	4TP	Common	Block 1 Energy attack of Hyper Rank or lower. If successful, draw 1 card from the top or bottom of your Deck.
Rapid Cancel	VIC	VIC-112.png	Time	N/A	N/A	N/A	N/A	Hyper Rank	Reaction	6TP	Rare	This card can only be used by Characters.;This card can only be used after the user performs a successful attack.;The user may attack again. If they do, the user's Combo Potential is set to their Maximum Combo Potential.
Rapid Recovery	VIC	VIC-113.png	Time	N/A	N/A	N/A	N/A	Special Rank	Reaction - Physical	2TP	Common	Remove Stun from the user. If successful, the attacker gains Stun. (This card cannot act until attacked or this turn's End Phase. The attacker may attack 1 extra time.)
Reflector Shell	VIC	VIC-114.png	Light/Earth	N/A	N/A	N/A	N/A	Hyper Rank	Reaction - Physical	8TP	Uncommon	Deflect 1 Physical attack of Hyper Rank or lower, or Block 1 attack of Special Rank or lower. If successful and the attack was Deflected, put 2 Fracture Counters on the attacker. (On Attack: This card loses 1 HP for each Fracture Counter on it.)
Rising Dawn Bolt	VIC	VIC-115.png	Light	N/A	N/A	N/A	N/A	Special Rank	Reaction - Energy	2TP	Common	You must reveal a card from your Hand in order to play this card.;Negate 1 attack of Special Rank or lower. If successful, Counter-hit for [PLV+3] damage.
Rising Uppercut	VIC	VIC-116.png	Time/Fire	N/A	N/A	N/A	N/A	Special Rank	Reaction - Physical	2TP	Common	Counter-hit for [PLV+2] damage.
Rocket Jump	VIC	VIC-117.png	Metal	N/A	N/A	N/A	N/A	Ultra Rank	Reaction - Energy	0TP	Common	Negate 1 attack of Ultra Rank or lower.;The user loses HP equal to their Level.
Shattering Blow	VIC	VIC-118.png	Earth	N/A	N/A	N/A	N/A	Hyper Rank	Reaction - Physical	6TP	Common	Block 1 Physical attack of Hyper Rank or lower.;Counter-hit for [PLV+5] damage. If successful, put 2 Fracture Counters on the defender.
Sidestep	VIC	VIC-119.png	Time	N/A	N/A	N/A	N/A	Special Rank	Reaction	4TP	Common	Negate 1 Physical attack of Hyper Rank or lower, or Negate 1 Energy attack of Special Rank or lower.
Smash Force Parry	VIC	VIC-120.png	Time/Dark	N/A	N/A	N/A	N/A	Ultra Rank	Reaction - Physical	15TP	Uncommon	Negate 1 Physical or Energy attack.;Counter-hit for [PLV+10] damage. If successful, your target gains Concussion until your next Starting Phase. (On Taking Damage: Knock Out this card.)
Solar Pandemonium	VIC	VIC-121.png	Light/Fire	N/A	N/A	N/A	N/A	Devastation Rank	Reaction - Energy	22TP	Rare	Lock-On >> (This card can directly attack enemy players and Characters in Reserve Zones.);Negate 1 attack of Devastation Rank or lower.;Counter-hit all allies and enemies for [PLV+15] Relentless damage. (This attack's damage cannot be blocked, deflected, negated, or countered.);Destroy all Augments in play.
Stone Shotgun	VIC	VIC-122.png	Earth	N/A	N/A	N/A	N/A	Special Rank	Reaction - Physical	4TP	Uncommon	Block 1 Normal Attack.;Flip a coin. If Heads, counter-hit for [DEF+2] damage. If Tails, your target gains Stun. (This card cannot act until attacked or this turn's End Phase. The attacker may attack 1 extra time.)
Targeting Eye	VIC	VIC-123.png	Metal	N/A	N/A	N/A	N/A	Hyper Rank	Reaction	6TP	Rare	This card can only be used by Characters.;This card can only be used during an attack performed by the user.;The attack that was performed before this card has Lock-On until it's destroyed. (This card can directly attack enemy players and Characters in Reserve Zones.)
Team Cancel	VIC	VIC-124.png	Space/Time	N/A	N/A	N/A	N/A	Hyper Rank	Reaction	9TP	Super Rare	Synchronize Vertical 2 >> (If 2 or more Characters are adjacent to this card in 1 or more of the listed directions, this card's Synchronize effect is active.);This card can only be used after the user performs a successful attack.;If this card's Synchronize is active, for each Character triggering this card's Synchronize, put that Character from your Character Zones to your Reserve Zone or put that Character from your Reserve Zone to your Character Zones. Additionally, each Character in play gains Flash until this turn's End Phase. (This card can act the turn it's played.)
Timesplicer	VIC	VIC-125.png	Space/Time	N/A	N/A	N/A	N/A	Legendary Rank	Reaction	0TP	Omega Rare	Mythical >> (Only 1 copy of this card can exist in your Deck.);Void >> (On Destroyed: Send this card to its owner's Rift Zone.);This card can be played from your Hand without you being in The Last Stand.;Choose 1 Skill or Reaction in the current chain. This card copies the effects of the chosen card until this card is destroyed. If successful, your TP is set to 0.
Undying Spirit	VIC	VIC-126.png	Nature	N/A	N/A	N/A	N/A	Hyper Rank	Reaction	6TP	Common	The user gains Willpower. (If this card has more than 1 HP any lethal damage reduces this card's HP to 1.)
Aqua Snipe	VIC	VIC-127.png	Water	N/A	N/A	N/A	N/A	Special Rank	Skill - Energy	3TP	Common	Target 1 enemy. Hit your target for [PLV+3] damage.;Flip a coin. If Heads, look at the top 5 cards of your Deck and put 1 of those cards in your Hand. Shuffle the rest of the cards back into your Deck.
Axe Kick	VIC	VIC-128.png	Metal	N/A	N/A	N/A	N/A	Special Rank	Skill - Physical	4TP	Common	Combo 1 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 1 Combo Potential.);Target 1 enemy. Hit your target for [PLV+5] damage.
Blazer Alpha	VIC	VIC-129.png	Fire	N/A	N/A	N/A	N/A	Special Rank	Skill - Energy	3TP	Common	Target 1 enemy. Hit your target for [PLV+3] damage. If successful, put 2 Drain Counters on your target.  (This card loses 1 PLV and DEF for each Drain Counter. During your End Phase, this card loses 1 Drain Counter.)
Blazer Beta	VIC	VIC-130.png	Fire	N/A	N/A	N/A	N/A	Hyper Rank	Skill - Energy	6TP	Uncommon	Target 1 enemy. Hit your target for [PLV+5] damage 2 times.
Blazer Omega	VIC	VIC-131.png	Space/Fire	N/A	N/A	N/A	N/A	Devastation Rank	Skill - Buildup, Energy	20TP	Super Rare	Buildup 1 >> (On Enter Field: Place this card in a Character Zone. On Stack of 1: Activate this card.);Lock-On >> (This card can directly attack enemy players and Characters in Reserve Zones.);Once per round, during your turn, you may put 1 card from your Discard Pile, Hand, Deck, and/or Fighter Pool in this card's Stack.;On Activate: Hit all enemy Characters for [PLV+(X*5)] Relentless damage, where X is the total number of cards in this card's Stack. (This attack's damage cannot be blocked, deflected, negated, or countered.)
Blazer Sigma	VIC	VIC-132.png	Dark/Fire	N/A	N/A	N/A	N/A	Ultra Rank	Skill - Physical	10TP	Rare	Target up to 3 enemies. Hit each target for [PLV+4] Unblockable damage 2 times. (This attack's damage cannot be blocked.)
Boomerang Blade	VIC	VIC-133.png	Dark/Metal	N/A	N/A	N/A	N/A	Ultra Rank	Skill - Physical	12TP	Uncommon	Target 1 enemy. Hit your target for [PLV+6] damage 2 times.;Put this card on the bottom of your Deck.
Cannonball Barrage	VIC	VIC-134.png	Metal/Storm	N/A	N/A	N/A	N/A	Ultra Rank	Skill - Physical	12TP	Rare	Lock-On >> (This card can directly attack enemy players and Characters in Reserve Zones.);Hit all enemy Characters for 10 damage 3 times. For each successful hit, target 1 enemy Player. Hit your target for 1 Unblockable damage. (This attack's damage cannot be blocked.)
Catastrophe Carnival	VIC	VIC-135.png	Time	N/A	N/A	N/A	N/A	Ultra Rank	Skill	10TP	Uncommon	Put 3 Timebomb Counters on each Character. (During your End Phase, put 1 Timebomb Counter on this card if it has any. If this card has 5 or more Timebomb Counters, Knock Out this card and send it to its owner's Rift Zone.)
Cloud Chains	VIC	VIC-136.png	Storm/Water	N/A	N/A	N/A	N/A	Hyper Rank	Skill	7TP	Rare	Target 1 enemy. Put 1 Paralyze Counter on your target. (During your Starting Phase, this card loses 1 Paralyze Counter and cannot act for this round.);If the user is Water-type, you may put up to 2 Skill, Reaction, Item, or Augment cards from your Discard Pile on the top of your Deck.;If the user is Storm-type, target 1 enemy Player. Your target can't play Item cards from their Hand during their next turn.
Corkscrew Cannon	VIC	VIC-137.png	Metal/Water	N/A	N/A	N/A	N/A	Hyper Rank	Skill - Energy	8TP	Common	Target 1 enemy. Hit your target for [PLV+6] damage. If successful, hit your target's controller for [PLV+2] damage.
Cosmic Uppercut	VIC	VIC-138.png	Space	N/A	N/A	N/A	N/A	Ultra Rank	Skill - Physical	10TP	Rare	Target 1 enemy. Hit your target for [PLV+8] damage. If successful, your target gains Concussion until this turn's End Phase.  (On Taking Damage: Knock Out this card.);Additionally, you may send 2 cards from your Hand to your Rift Zone. If you do, your target gains Stun. (This card cannot act until attacked or this turn's End Phase. The attacker may attack 1 extra time.)
Cryostasis Glare	VIC	VIC-139.png	Storm/Water	N/A	N/A	N/A	N/A	Hyper Rank	Skill	7TP	Common	Target 1 enemy. Put 5 Paralyze Counters on your target. (During your Starting Phase, this card loses 1 Paralyze Counter and cannot act for this round.)
Darkness Shell	VIC	VIC-140.png	Dark	N/A	N/A	N/A	N/A	Hyper Rank	Skill - Energy	8TP	Common	Target 1 enemy. Hit your target for [PLV+7] damage. If successful, put 2 Curse Counters on your target. (During your Starting Phase, you may pay 1 TP for each Curse Counter on this card. If you don't, send this card to its owner's Rift Zone.)
Disruption Snare	VIC	VIC-141.png	Nature	N/A	N/A	N/A	N/A	Hyper Rank	Skill	6TP	Common	This card can be played from your Hand without you being in The Last Stand.;Target 1 enemy Player. Your target discards 3 cards from their Hand.
Electroknuckle	VIC	VIC-142.png	Storm	N/A	N/A	N/A	N/A	Special Rank	Skill - Physical	5TP	Common	Combo 1 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 1 Combo Potential.);Target 1 enemy. Hit your target for [PLV+3] Unblockable damage. (This attack's damage cannot be blocked.)
Energy Beam	VIC	VIC-143.png	Light	N/A	N/A	N/A	N/A	Hyper Rank	Skill - Energy	8TP	Common	Target 1 enemy. Hit your target for [PLV+10] damage. If successful, your target loses Willpower.
Energy Blast	VIC	VIC-144.png	Light	N/A	N/A	N/A	N/A	Special Rank	Skill - Energy	0TP	Common	Combo 1 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 1 Combo Potential.);Target 1 enemy. Hit your target for [PLV] damage.
Energy Heal	VIC	VIC-145.png	Light	N/A	N/A	N/A	N/A	Special Rank	Skill	4TP	Common	This card can be played from your Hand without you being in the Last Stand.;Target 1 ally. Your target heals 5 HP. Remove all Poison and Drain Counters from your target.
Fade Out	VIC	VIC-146.png	Dark	N/A	N/A	N/A	N/A	Special Rank	Skill	5TP	Common	Target 1 enemy Character. Your target gains Void until your next turn's Starting Phase. (On Destroyed: Send this card to its owner's Rift Zone.);Additionally, put 5 Poison Counters on your target. (During your Starting Phase, this card loses 1 HP and 1 Poison Counter.)
Fireball Pitch	VIC	VIC-147.png	Fire	N/A	N/A	N/A	N/A	Special Rank	Skill - Energy	2TP	Common	Combo 1 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 1 Combo Potential.);Target 1 enemy. Hit your target for [PLV+1] damage.
Gaia Fist	VIC	VIC-148.png	Earth	N/A	N/A	N/A	N/A	Special Rank	Skill - Physical	4TP	Common	Combo 1 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 1 Combo Potential.);Target 1 enemy. Hit your target for [PLV+2] damage. If successful, send your target to their owner's Reserve Zone.
Geyser Fissure	VIC	VIC-149.png	Earth/Water	N/A	N/A	N/A	N/A	Ultra Rank	Skill - Physical	13TP	Uncommon	Hit all enemies for [PLV+7] damage. For each successful hit, put 5 Fracture Counters on that target. (On Attack: This card loses 1 HP for each Fracture Counter on it.)
Gravitational Collapse	VIC	VIC-150.png	Space/Earth	N/A	N/A	N/A	N/A	Devastation Rank	Skill - Physical	20TP	Super Rare	Lock-On >> (This card can directly attack enemy players and Characters in Reserve Zones.);Hit all enemies for 15 Damage. If successful, for each Character in an enemy Reserve Zone damaged by this attack, send that Character to its owner's Fighter Pool. If that Character was Knocked Out, send it to its owner's Rift Zone instead.
Icicle Storm	VIC	VIC-151.png	Water	N/A	N/A	N/A	N/A	Hyper Rank	Skill - Physical	6TP	Uncommon	Target 1 enemy. Hit your target for [PLV+2] damage 3 times. If successful, put 2 Paralyze Counters on your target. (During your Starting Phase, this card loses 1 Paralyze Counter and cannot act for this round.)
Infinity Beam	VIC	VIC-152.png	Space	N/A	N/A	N/A	N/A	Legendary Rank	Skill - Energy	6TP	Ultra Rare	Replay: 2 TP. (You may pay this cost to activate this card again before it's destroyed.);Target 1 enemy. Hit your target for [PLV+2] damage X+1 times, where X is the amount of times this card's Replay cost was paid.
Instant Power Rising	VIC	VIC-153.png	Light	N/A	N/A	N/A	N/A	Special Rank	Skill	3TP	Uncommon	This card can only be used before an attack is performed by the user of this card.;Increase the user's next attack's damage by 2 per hit.
Isotope Spike	VIC	VIC-154.png	Dark/Earth	N/A	N/A	N/A	N/A	Special Rank	Skill - Physical	6TP	Uncommon	Combo 2 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 2 Combo Potential.);Target 1 enemy. Hit your target for [PLV+4] damage. If successful, your target put 8 Poison Counters on your target. (During your Starting Phase, this card loses 1 HP and 1 Poison Counter.)
Launcher Punch	VIC	VIC-155.png	Space/Earth	N/A	N/A	N/A	N/A	Ultra Rank	Skill - Physical	12TP	Rare	Target 1 enemy. Hit your target for [PLV+5] damage. If successful, send your target to its owner's Fighter Pool.
Lava Rift	VIC	VIC-156.png	Earth/Fire	N/A	N/A	N/A	N/A	Hyper Rank	Skill - Physical	8TP	Uncommon	Combo 3 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 3 Combo Potential.);Hit all enemies for [PLV+5] damage. For each successful hit, put 5 Drain Counters on that target. (This card loses 1 PLV and DEF for each Drain Counter. During your End Phase, this card loses 1 Drain Counter.)
Light Spinner	VIC	VIC-157.png	Light	N/A	N/A	N/A	N/A	Special Rank	Skill - Energy	3TP	Uncommon	Combo 1 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 1 Combo Potential.);Target 1 enemy. Hit your target for [PLV] damage. If successful, your target's controller reveals a card from their Hand at random.
Mach Speed Dash	VIC	VIC-158.png	Time	N/A	N/A	N/A	N/A	Special Rank	Skill - Physical	3TP	Common	Combo 1 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 1 Combo Potential.);Target 1 enemy. Hit your target for [AGI+1] damage.
Machinegun Kicks	VIC	VIC-159.png	Time	N/A	N/A	N/A	N/A	Special Rank	Skill - Physical	4TP	Common	Combo 2 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 2 Combo Potential.);Target 1 enemy. Hit your target for [AGI] damage 3 times.
Machinegun Punches	VIC	VIC-160.png	Time	N/A	N/A	N/A	N/A	Special Rank	Skill - Physical	5TP	Common	Combo 2 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 2 Combo Potential.);Target 1 enemy. Hit your target for [AGI+2] damage 3 times.
Magnitude 11	VIC	VIC-161.png	Earth	N/A	N/A	N/A	N/A	Ultra Rank	Skill - Physical	11TP	Uncommon	Lock-On >> (This card can directly attack enemy players and Characters in Reserve Zones.);Hit all enemy Characters for 11 Unblockable damage.  (This attack's damage cannot be blocked.)
Million Fist Hurricane	VIC	VIC-162.png	Time	N/A	N/A	N/A	N/A	Legendary Rank	Skill - Physical	2TP	Ultra Rare	Replay: 2 TP. (You may pay this cost to activate this card again before it's destroyed.);Target 1 enemy. Hit your target for [AGI+2] damage X+1 times, where X is the amount of times Replay was paid.
Monsoon Fist	VIC	VIC-163.png	Water	N/A	N/A	N/A	N/A	Ultra Rank	Skill	11TP	Uncommon	Lock-On >> (This card can directly attack enemy players and Characters in Reserve Zones.);Target up to 3 enemy Characters. Hit your targets for [PLV+5] damage. For each successful hit, draw a card.
Nihilikinetic Railgun	VIC	VIC-164.png	Null	N/A	N/A	N/A	N/A	Devastation Rank	Skill	15TP	Rare	This card is Null-type;Lock-On >> (This card can directly attack enemy players and Characters in Reserve Zones.);Target 1 enemy Character. Send your target to their owner's Rift Zone.;The user gains Void. (On Destroyed: Send this card to its owner's Rift Zone.)
Petal Blaster	VIC	VIC-165.png	Time/Nature	N/A	N/A	N/A	N/A	Hyper Rank	Skill - Physical	6TP	Common	Combo 2 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 2 Combo Potential.);Target 1 enemy. Hit your target for 3 Unblockable damage 3 times. If successful, destroy up to 3 cards attached to your target.
Pinpoint Strike	VIC	VIC-166.png	Dark/Nature	N/A	N/A	N/A	N/A	Hyper Rank	Skill - Physical	6TP	Rare	Target 1 enemy. Hit your target for [PLV+4] damage. If successful, your target can't use Energy attacks until your next Starting Phase.
Power of Two	VIC	VIC-167.png	Space	N/A	N/A	N/A	N/A	Ultra Rank	Skill - Buildup, Energy	10TP	Ultra Rare	Mythical >> (Only 1 copy of this card can exist in your Deck.);Buildup 2 >> (On Enter Field: Place this card in a Character Zone. On Stack of 2: Activate this card.);Synchronize Horizontal 2 >> (If 2 or more Characters are adjacent to this card in 1 or more of the listed directions, this card's Synchronize effect is active.);On Synchronize: All cards triggering this card's Synchronize are added to this card's Stack.;On Activate: Target 1 enemy Player. Hit your target for X damage, where X is the total Level of all Characters in this card's Stack. Send this card's Stack to your Rift Zone.
Psionic Summon	VIC	VIC-168.png	Space	N/A	N/A	N/A	N/A	Ultra Rank	Skill	10TP	Rare	This card can be played from your Hand without you being in The Last Stand.;Choose 1:;  [+] Search your Deck for any card and play that card without paying its TP cost .;  [+] Search your Fighter Pool for any non-Subtyped Character and put that card in your Reserve Zone.
Psychotic Flame	VIC	VIC-169.png	Dark/Fire	N/A	N/A	N/A	N/A	Hyper Rank	Skill	7TP	Common	Combo 1 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 1 Combo Potential.);Target 1 enemy. Hit your target for [PLV+4] Relentless damage. (This attack's damage cannot be blocked, deflected, negated, or countered.)
Pyroknuckle	VIC	VIC-170.png	Fire	N/A	N/A	N/A	N/A	Special Rank	Skill - Physical	3TP	Common	Combo 1 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 1 Combo Potential.);Target 1 enemy. Hit your target for [PLV] damage. If successful, put 2 Drain Counters on your target. (This card loses 1 PLV and DEF for each Drain Counter. During your End Phase, this card loses 1 Drain Counter.)
Quicksand Ball	VIC	VIC-171.png	Dark/Earth	N/A	N/A	N/A	N/A	Special Rank	Skill - Energy	5TP	Common	Target 1 enemy. Hit your target for [DEF+2] damage. If successful, your target gains Mute until your next Starting Phase. (This card's effects are ignored.)
Raging Shadowflame Kick	VIC	VIC-172.png	Dark/Fire	N/A	N/A	N/A	N/A	Ultra Rank	Skill	15TP	Super Rare	Combo 4 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 4 Combo Potential.);Target 1 enemy. Hit your target for [PLV+AGI+2] damage 3 times. If successful, put 2 Curse Counters on all other enemy Characters owned by the same Player as your target's controller. (During your Starting Phase, you may pay 1 TP for each Curse Counter on this card. If you don't, send this card to its owner's Rift Zone.)
Repeater Slip	VIC	VIC-173.png	Space	N/A	N/A	N/A	N/A	Hyper Rank	Skill	10TP	Super Rare	This card can be played from your Hand without you being in The Last Stand.;This card can only be played from your Hand.;This card can be played during your turn at any time except during the Starting Phase.;Return to the beginning of the previous Phase and continue the turn as normal.
Rift Splasher	VIC	VIC-174.png	Space	N/A	N/A	N/A	N/A	Hyper Rank	Skill - Energy	0TP	Uncommon	Void >> (On Destroyed: Send this card to its owner's Rift Zone.);Target 1 enemy. Hit your target for [Rift Card Count] damage. If successful, send 1 card from your Hand, Deck, Fighter Pool, or Discard Pile to your Rift Zone.
Rosepetal Spiker	VIC	VIC-175.png	Nature/Fire	N/A	N/A	N/A	N/A	Hyper Rank	Skill - Physical	8TP	Common	Hit all enemies for [PLV] damage 4 times. If successful, you may put this card back into your hand, then discard a card from your Hand.
Shadow Double	VIC	VIC-176.png	Time/Dark	N/A	N/A	N/A	N/A	Hyper Rank	Skill	9TP	Uncommon	This card can only be used after another Skill is played by the user of this card.;Use the previously played Skill again without paying its TP cost.
Shockwave	VIC	VIC-177.png	Storm/Earth	N/A	N/A	N/A	N/A	Special Rank	Skill - Energy	5TP	Uncommon	Combo 2 >> (This card can be played after a Normal attack or a Skill or Reaction of equal or higher Rank by spending 2 Combo Potential.);Lock-On >> (This card can directly attack enemy players and Characters in Reserve Zones.);Hit all enemy Characters for [PLV+2] damage.;Hit all enemy Players for 3 Unblockable damage. (This attack's damage cannot be blocked.)
Skull Bomber	VIC	VIC-178.png	Dark	N/A	N/A	N/A	N/A	Hyper Rank	Skill - Physical	8TP	Uncommon	Target 1 enemy. Hit your target for [PLV+4] damage. If successful, your target gains Concussion until this turn's End Phase.  (On Taking Damage: Knock Out this card.)
Slime Barrage	VIC	VIC-179.png	Dark/Nature	N/A	N/A	N/A	N/A	Hyper Rank		9TP	Uncommon	Target up to 3 enemy Characters. Hit your targets for [DEF+3] damage. For each successful hit, put 2 Timebomb Counters on that Character. (During your End Phase, put 1 Timebomb Counter on this card if it has any. If this card has 5 or more Timebomb Counters, Knock Out this card and send it to its owner's Rift Zone.)
Tera-Ton Punch	VIC	VIC-180.png	Light	N/A	N/A	N/A	N/A	Legendary Rank	Skill - Physical	25TP	Super Rare	Buildup 5 >> (On Enter Field: Place this card in a Character Zone. On Stack of 5: Activate this card.);Once per round, during your turn, you may put your Hand in this card's Stack.;Target 1 enemy. Hit your target for [PLV*X] Relentless damage, where X is the number of cards in this card's Stack. (This attack's damage cannot be blocked, deflected, negated, or countered.)
Bottomless Clip	VIC	VIC-181.png	Null	N/A	N/A	N/A	N/A		World Rule		Omega Rare	All Players can hold an unlimited number of cards in their Hand.;All Players add their Deck to their Hand.;All Players can no longer draw cards.;Any cards that refer to the Deck now refer to the Hand.
Last Man Standing	VIC	VIC-182.png	Null	N/A	N/A	N/A	N/A		World Rule		Omega Rare	At the start of the game, all Players send their Fighter Pool to their Rift Zone.;All Players start the game with 100 HP.;All Players count as a Character.;All Players are in The Last Stand for the rest of the game.
Technique Charge	VIC	VIC-183.png	Null	N/A	N/A	N/A	N/A		World Rule		Omega Rare	All attacks give the attacker's controller 1 TP.
