Name	Set	ImageFile	Element	Hit Points	Powerlevel	Level/Rank	Typecasting	Cost	Rarity	Description
Blade of Nebulex EOE 111	EOE	EOE-111.png	Space	N/A	N/A	Special Rank	Skill - Energy	4TP	Common	Hit target enemy for [!plv!+3] damage. If successful, draw 1 card and reveal it. If that card is =space=, the user may activate it for its !tp! divided by 2, rounded down. If they do, that card gains Void. Additionally, send 1 card from your Hand to your Rift Zone.
Continuum Blast EOE 112	EOE	EOE-112.png	Space/Time	N/A	N/A	Special Rank	Skill - Energy	4TP	Rare	Hit target enemy for [!plv!+2] damage.;Paradox: This card is sent to your Hand instead of your Discard Pile when it resolves. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.)
Crumble Punch EOE 113	EOE	EOE-113.png	Earth	N/A	N/A	Hyper Rank	Skill - Physical	7TP	Common	Hit target enemy for [!plv!+3] damage. If successful, put X :fracture: on your target, where X is the amount of damage this card dealt.
Dust of Eon EOE 114	EOE	EOE-114.png	Time/Earth	N/A	N/A	Special Rank	Skill - Energy	4TP	Uncommon	Hit target enemy for [!plv!+4] damage.;Paradox: You gain 4 !tp!. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.)
Edge of Iquan EOE 115	EOE	EOE-115.png	Water	N/A	N/A	Special Rank	Skill - Energy	4TP	Common	Hit target enemy for [!plv!+3] damage. If successful, draw 3 cards, then put 2 cards from your Hand on the bottom of your Deck.
Energy Explosion EOE 116	EOE	EOE-116.png	Null	N/A	N/A	Hyper Rank	Skill - Energy	7TP	Rare	Lock-On (This card can directly attack enemy Players and Characters regardless of Combat Zone Order.);Hit all enemies for [!plv!+4+X] damage, where X is equal to the total amount of unique Elements among all Characters in play.
False Fight EOE 117	EOE	EOE-117.png	Null	N/A	N/A	Hyper Rank	Skill - Physical	5TP	Common	Hit up to 2 target enemies for [!plv!+6] damage. If this damage would Knock Out any of your targets, those targets have their !hp! become 1 instead.
Fist of Ignis EOE 118	EOE	EOE-118.png	Fire	N/A	N/A	Special Rank	Skill - Energy	4TP	Common	Hit target enemy for [!plv!+3] damage. If successful, put 2 :drain: on your target.
Flare of Refractus EOE 119	EOE	EOE-119.png	Light	N/A	N/A	Special Rank	Skill - Energy	4TP	Common	Hit target enemy for [!plv!+3] damage. If successful, the user heals for 3 !hp!.
Foresight Surge EOE 120	EOE	EOE-120.png	Space	N/A	N/A	Special Rank	Skill - Energy	4TP	Uncommon	This card can be played from your Hand without you being in The Last Stand.;Reveal the top card of your Deck. X becomes that card's !tp!. Return the revealed card back to the top of your Deck.;Hit target enemy for X damage.
Frozen Fire EOE 121	EOE	EOE-121.png	Water/Fire	N/A	N/A	Hyper Rank	Skill - Energy	8TP	Rare	 Hit target enemy for [PLV+4] damage 2 times.;Paradox: You may look at the top 5 cards of your Deck. You may reveal a =fire= or =water= card from those cards and play it without paying !tp!, then send the rest of those cards to your Discard Pile. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.)
Hammer of Baridus EOE 122	EOE	EOE-122.png	Metal	N/A	N/A	Special Rank	Skill - Energy	4TP	Common	Hit target enemy for [!plv!+3] damage. If successful, remove up to 3 :drain: from target ally Character.
Holy Smite EOE 123	EOE	EOE-123.png	Light	N/A	N/A	Special Rank	Skill	4TP	Uncommon	Hit target enemy for [!plv!+2] damage. If your target dealt damage successfully during their controller's previous turn, hit your target for [!plv!*2] instead.
Hypervolt Arc EOE 124	EOE	EOE-124.png	Storm	N/A	N/A	Hyper Rank	Skill - Energy	5TP	Rare	Hit all enemies for [!plv!+3] damage.;If the user is =storm=, hit all enemies for [!plv!+2] damage.
Infernal Blast EOE 125	EOE	EOE-125.png	Fire	N/A	N/A	Hyper Rank	Skill - Energy	5TP	Rare	Hit all enemies for [!plv!+3] damage.;If the user is =fire=, you may play a =fire= card from your Hand as if it was attached to the user of this card. If you do, put 4 Damage Counters on the user.
Jungle Typhoon EOE 126	EOE	EOE-126.png	Nature	N/A	N/A	Hyper Rank	Skill - Energy	5TP	Rare	Hit all enemies for [!plv!+3] damage.;If the user is =nature=, each enemy Player discards a card at random from their Hand.
Kelvin Wave EOE 127	EOE	EOE-127.png	Water	N/A	N/A	Hyper Rank	Skill - Energy	5TP	Rare	Hit all enemies for [!plv!+3] damage.;If the user is =water=, draw 2 cards.
Lash of Vedrus EOE 128	EOE	EOE-128.png	Nature	N/A	N/A	Special Rank	Skill - Energy	4TP	Common	Target 1 enemy. Hit your target for [!plv!+3] damage. If successful, put 4 :poison: on your target.
Liquid Shot EOE 129	EOE	EOE-129.png	Water	N/A	N/A	Special Rank	Skill - Physical	2TP	Common	Target 1 enemy. Hit your target for 4 Unblockable damage.
Magnetite Blast EOE 130	EOE	EOE-130.png	Storm/Earth	N/A	N/A	Hyper Rank	Skill - Physical	5TP	Rare	Hit up to 2 target enemies for [!plv!+2] damage.;Paradox: Put 2 :paralyze: on each target. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.)
Might of Morphix EOE 131	EOE	EOE-131.png	Earth	N/A	N/A	Special Rank	Skill - Energy	4TP	Common	Hit target enemy for [!plv!+3] damage. If successful, hit your target for 3 Relentless damage.
Mimic Attack EOE 132	EOE	EOE-132.png	Null	N/A	N/A	Special Rank	Skill	4TP	Uncommon	Void (On Destroyed: Send this card to its owner's Rift Zone.);Search all Discard Piles for a non-Character Skill that has 4 or less !tp!. The user uses that card as if it was =null= without paying !tp!.
Mind Fog EOE 133	EOE	EOE-133.png	Dark	N/A	N/A	Hyper Rank	Skill	8TP	Uncommon	Destroy all face-down cards attached to target enemy. If successful, hit your target for [!plv!+2] damage.
Mutant's Bite EOE 134	EOE	EOE-134.png	Null	N/A	N/A	Hyper Rank	Skill - Physical	6TP	Uncommon	Hit target enemy for [!plv!+1] damage. If successful, put 3 :drain: and 2 :fracture: on your target.
Phosphoresce EOE 135	EOE	EOE-135.png	Light/Nature	N/A	N/A	Special Rank	Skill - Energy	2TP	Uncommon	The user heals for 4 !hp!.;Paradox: All ally Characters heal for 4 !hp!. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.)
Photon Blade EOE 136	EOE	EOE-136.png	Light	N/A	N/A	Special Rank	Skill - Physical	4TP	Common	Hit target enemy for [!plv!+3] Unblockable damage.
Photon Overblast EOE 137	EOE	EOE-137.png	Light	N/A	N/A	Hyper Rank	Skill - Energy	5TP	Rare	Hit all enemies for [!plv!+3] damage.;If the user is =light=, target ally heals for 8 !hp!.
Pressure Bomb EOE 138	EOE	EOE-138.png	Water	N/A	N/A	Special Rank	Skill - Energy	4TP	Common	Hit target enemy for [!plv!+2+X] damage, where X is your target's !tp!.
Radon Pulse EOE 139	EOE	EOE-139.png	Space	N/A	N/A	Hyper Rank	Skill - Energy	5TP	Rare	Hit all enemies for [!plv!+3] damage.;If the user is =space=, you may search your Discard Pile for a =space= non-Character Skill and play it.
Reverse Flow EOE 140	EOE	EOE-140.png	Time/Water	N/A	N/A	Special Rank	Skill	4TP	Uncommon	Hit target enemy for [!plv!+3] damage.;Paradox: Draw a card. You gain 2 !tp!. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.)
Rising Tiger Fist EOE 141	EOE	EOE-141.png	Light/Storm	N/A	N/A	Special Rank	Skill - Physical	4TP	Uncommon	On Activate: You may reveal any =light= or =storm= cards from your Hand. X becomes how many cards were revealed this way.;Hit target enemy for [X+4] Unblockable damage.
Riveting Strike EOE 142	EOE	EOE-142.png	Metal	N/A	N/A	Hyper Rank	Skill - Physical	6TP	Common	Hit target enemy for [!plv!+8] damage. If successful, put 1 :paralyze: on your target.
Rust Spike EOE 143	EOE	EOE-143.png	Dark/Metal	N/A	N/A	Hyper Rank	Skill - Physical	8TP	Uncommon	Hit target enemy for [!plv!+6] damage.;Paradox: Put 2 :curse: and 2 :fracture: on your target. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.)
Sand Splash EOE 144	EOE	EOE-144.png	Earth	N/A	N/A	Special Rank	Skill - Energy	4TP	Common	Hit target enemy for [!plv!+2] damage. If successful, put 3 :blindness: on your target.
Shadow Fog EOE 145	EOE	EOE-145.png	Dark	N/A	N/A	Special Rank	Skill	4TP	Rare	Hit target enemy for [!plv!+2] damage. If successful, your target's attack damage is divided by 2, rounded up, until your next Starting Phase.
Shard Avalanche EOE 146	EOE	EOE-146.png	Earth	N/A	N/A	Hyper Rank	Skill - Energy	8TP	Rare	Hit all enemies for [PLV+3] damage.;If the user is =earth=, send up to a total of 3 cards from Equip Zones to their owners' Discard Piles.
Sigil Flame EOE 147	EOE	EOE-147.png	Dark/Fire	N/A	N/A	Special Rank	Skill - Energy	4TP	Common	Hit target enemy for !plv! damage. If successful, target enemy Player can only draw a maximum of 1 card during their next turn.
Speed Overload EOE 148	EOE	EOE-148.png	Time	N/A	N/A	Ultra Rank	Skill - Physical	5TP	Super Rare	Replay: 2 !tp!. (You may pay this cost to activate this card again before it's destroyed.);Overdrive: Put 2 Damage Counters on the user. (On Activate: You may pay this cost to trigger this card's Overdrive effect.);On Overdrive Paid: The user gains 1 !plv! until this turn's End Phase.;On Activate: Hit target enemy for !plv! damage.
Spike of Corvus EOE 149	EOE	EOE-149.png	Dark	N/A	N/A	Special Rank	Skill - Energy	4TP	Common	Hit target enemy for [!plv!+3] damage.;If the user is =darkness=, put 1 :curse: And 1 :timebomb: On your target.
Splinter Rush EOE 150	EOE	EOE-150.png	Nature	N/A	N/A	Special Rank	Skill - Physical	5TP	Common	Target enemy Player sends 3 cards they own from the Field, Hand, Deck, or Fighter Pool to their Discard Pile.
Static Orb EOE 151	EOE	EOE-151.png	Storm	N/A	N/A	Hyper Rank	Skill - Energy	6TP	Uncommon	Lock-On (This card can directly attack enemy Players and Characters regardless of Combat Zone Order.);Hit all enemies for !plv! damage.
Techno-organic Sword EOE 152	EOE	EOE-152.png	Metal/Nature	N/A	N/A	Ultra Rank	Skill - Physical	10TP	Rare	Paradox: This card deals Relentless damage. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.);Hit target enemy for [!plv!+15] damage.
Tempo Kick EOE 153	EOE	EOE-153.png	Time	N/A	N/A	Special Rank	Skill - Physical	4TP	Common	Hit target enemy for !plv! damage. If successful, you may reveal and play a =time= Skill from your Hand as if it was attached to the user.
Temporal Fracture EOE 154	EOE	EOE-154.png	Time	N/A	N/A	Hyper Rank	Skill - Energy	5TP	Rare	Hit all enemies for [!plv!+2] damage.;If the user is =time=, you gain 4 !tp!.
Thunderflame EOE 155	EOE	EOE-155.png	Storm/Fire	N/A	N/A	Hyper Rank	Skill - Energy	6TP	Uncommon	Hit target enemy for [!plv!+5] damage.;Paradox: Hit your target for [!plv!+2] Unblockable damage. (On Activate: If your Character Element Pool has this card's element(s), this card's Paradox effect is triggered.)
Titanite Sledgehammer EOE 156	EOE	EOE-156.png	Metal	N/A	N/A	Hyper Rank	Skill - Energy	5TP	Rare	Hit all enemies for [!plv!+3] damage.;If the user is =metal=, hit target enemy for 10 Unblockable damage.
Void Axe EOE 157	EOE	EOE-157.png	Space	N/A	N/A	Hyper Rank	Skill - Energy	5TP	Super Rare	Send up to 5 cards from the top of your Deck to your Rift Zone. X becomes the amount of cards sent to your Rift Zone this way.;Hit target enemy for [!plv!+(X*3)] damage.
Wake of Flames EOE 158	EOE	EOE-158.png	Fire	N/A	N/A	Hyper Rank	Skill - Energy	7TP	Rare	 Hit target enemy for [!plv!+2] damage, then hit your target for [!plv!+4] damage.
Weapon Drive EOE 159	EOE	EOE-159.png	Metal	N/A	N/A	Hyper Rank	Skill - Physical	6TP	Common	Hit target enemy for !plv! damage X times, where X is the number of cards with Equip attached to the user.
Wraith Knife EOE 160	EOE	EOE-160.png	Dark	N/A	N/A	Hyper Rank	Skill - Energy	5TP	Common	Hit all enemies for [!plv!+3] damage.;If the user is =darkness=, put 1 :curse: On each target that was damaged successfully.
Negative Draw EOE 161	EOE	EOE-161.png	Null	N/A	N/A		World Rule		Omega Rare	All Players draw 1 less card at the end of their Draw Phase, down to a minimum of 1 card.
