Name	Set	ImageFile	Element	Hit Points	Powerlevel	Level/Rank/Archetypes	Supertypes/Subtypes	Cost	Rarity	Description
MIRV Grenade BS 114	BS	BS-114.png	Item	N/A	N/A	Ultra Rank Projectile Attack	Item	4	Rare	Replay: 1 TP. (You may pay this cost to activate this card again before it's destroyed.);Hit up to X target reachable opponents for X+2 Basic Damage, where X is the number of times this card's Replay was paid.
Paper Shredder BS 115	BS	BS-115.png	Item	N/A	N/A	Special Rank Burn	Item	1	Common	Target Player sends the top 2 cards of their Deck to their Discard Pile.
Pocket Reality BS 116	BS	BS-116.png	Item	N/A	N/A	Ultra Rank Defense	Item	5	Uncommon	Target Character gains Immune to Damage and Recovery until your next Starting Phase.
Power Potion BS 117	BS	BS-117.png	Item	N/A	N/A	Hyper Rank Recovery	Item	0	Rare	Mythical (Only 1 copy of this card can exist in your Deck.);Gain 3 TP.
Recovery Wrap BS 118	BS	BS-118.png	Item	N/A	N/A	Normal Rank Recovery	Item	1	Uncommon	Send target Character from your Discard Pile to your Fighter Pool.
Script of Balance BS 119	BS	BS-119.png	Item	N/A	N/A	Hyper Rank Recovery Draw	Item	5	Super Rare	Void (If this card is destroyed, send it to its owner's Rift Zone.);Choose one:; - Your TP becomes equal to target Player's TP.; - Draw or discard cards until you have as many cards in your Hand as target Player.
Singularity Grenade BS 120	BS	BS-120.png	Item	N/A	N/A	Legendary Rank Destruction Displacer	Item	10	Ultra Rare	Knock Out all Characters in all Character Zones and send all Characters in all Backup Zones to their controllers' Character Zones. If it's your turn, your turn ends.
Sonic Grenade BS 121	BS	BS-121.png	Item	N/A	N/A	Hyper Rank Curse Projectile Attack	Item	4	Uncommon	Lock-On (This card ignores the targeting rules of Combat Zone Order.);Hit target opponent Character for 4 Basic Damage. If successful, Mute your target until your next turn's Starting Phase.
Stun Grenade BS 122	BS	BS-122.png	Item	N/A	N/A	Special Rank Burn	Item	2	Common	Target opponent Player loses 4 TP.
Summon Staff BS 123	BS	BS-123.png	Item	N/A	N/A	Ultra Rank Resource	Item	2	Rare	Mythical (Only 1 copy of this card can exist in your Deck.);Play 1 Character from your Fighter Pool without paying TP.
Tactical Visor BS 124	BS	BS-124.png	Item	N/A	N/A	Hyper Rank Resource	Item	4	Rare	All opponent Players reveal their Hands to you.;All opponent Characters reveal their equipped cards to you.
Tears of Life BS 125	BS	BS-125.png	Item	N/A	N/A	Devastation Rank Recovery	Item	6	Rare	Lock-On (This card ignores the targeting rules of Combat Zone Order.);Remove all Counters from target Character. They lose all gained temporary keywords, abilities, and effects.
Temporal Battery BS 126	BS	BS-126.png	Item	N/A	N/A	Hyper Rank Burn Recovery	Item	0	Rare	Mythical (Only 1 copy of this card can exist in your Deck.);Discard up to 2 cards then gain 1 TP for each card discarded this way.
Vampiric Dart BS 127	BS	BS-127.png	Item	N/A	N/A	Special Rank Burn Recovery Projectile Attack	Item	2	Uncommon	Lock-On (This card ignores the targeting rules of Combat Zone Order.);Hit target opponent for 4 True Damage then heal target ally for a number of HP equal to the Damage dealt.
Variable Sword BS 128	BS	BS-128.png	Item	N/A	N/A	Ultra Rank Chance Equipment Attack	Item	6	Super Rare	Mythical (Only 1 copy of this card can exist in your Deck.);Roll a d20, then do the following based on the result:; - 1-6: Hit target reachable opponent for 2 Basic Damage.; - 7-12: Hit target reachable opponent for 6 Unblockable Damage.; - 13-20: Lock-On. Hit target opponent for 10 True Damage.; - 20: Replay: Roll again and use the new result for the new activation.
Worldcleaver BS 129	BS	BS-129.png	Item	N/A	N/A	Hyper Rank Destruction	Item	2	Common	Destroy a Zone card.
Banish Trap BS 133	BS	BS-130.png	Space	N/A	N/A	Hyper Rank Rift Debuff Trap	Reaction Skill	6	Rare	Contingency: The user is Space-type and you have at least 1 card in your Rift Zone. (You may play this card immediately if this card's Contingency requirements are met.);Target opponent Character gains Void until your next Starting Phase. If this card's Contingency was met, hit your target for X True Damage, where X is the number of cards in your Rift Zone.
Beam Struggle BS 134	BS	BS-131.png	Light	N/A	N/A	Hyper Rank Chain Energy Attack	Reaction Skill	4	Uncommon	Hit target reachable opponent for PLV+2xX Basic Damage, where X is the number of cards in the current Chain.
Explosive Trap BS 135	BS	BS-132.png	Fire	N/A	N/A	Hyper Rank Trap Debuff	Reaction Skill	3	Rare	Contingency: The user is Fire-type and an opponent is attacking with a Normal Rank Attack. (You may play this card immediately if this card's Contingency requirements are met.);Put 3 Blindness Counter(s) on target reachable Character. If this card's Contingency was met, that Character gains Concussion.
Frost Trap BS 136	BS	BS-133.png	Water	N/A	N/A	Hyper Rank Draw Burn Debuff Trap	Reaction Skill	3	Rare	Contingency: The user is Water-type and an opponent Player has drawn 3 or more cards during this round. (You may play this card immediately if this card's Contingency requirements are met.);Put 2 Paralyze Counter(s) on target reachable opponent Character. If this card's Contingency was met, target Player shuffles their Hand back into their Deck and draws 2 cards.
Gamma Storm BS 137	BS	BS-134.png	Space/Storm	N/A	N/A	Devastation Rank_ Rift Debuff	Reaction Skill	8	Super Rare	Overdrive: Send the top 4 cards from your Deck to your Rift Zone. (You may pay this cost to trigger this card's Overdrive effect.);Put 10 Poison Counter(s) and 10 Fracture Counter(s) on all opponent Characters. If this card's Overdrive was paid, all opponent Characters gain Concussion until your next Starting Phase.
Mud Trap BS 138	BS	BS-135.png	Earth	N/A	N/A	Special Rank Debuff Trap	Reaction Skill	3	Rare	Contingency: The user is Earth-type and an opponent Player controls a Character of Level 8 or higher. (You may play this card immediately if this card's Contingency requirements are met.);Put 4 Fracture Counter(s) on target reachable opponent Character. If this card's Contingency was met, put 2 Curse Counter(s) on that Character.
Penance Trap BS 139	BS	BS-136.png	Light	N/A	N/A	Hyper Rank Recovery Trap Attack	Reaction Skill	4	Rare	Contingency: The user is Light-type and an opponent Knocked Out a Character during this turn. (You may play this card immediately if this card's Contingency requirements are met.);Hit target reachable opponent Character for X Basic Damage, where X is equal to their Level. If this card's Contingency was met, heal target ally for a number of HP equal to the Damage dealt.
Power Veil BS 140	BS	BS-137.png	Storm	N/A	N/A	Special Rank Recovery	Reaction Skill	0	Rare	This card can be played from your Hand.;You gain 2 TP. You lose any unspent TP during this turn's End Phase.
Rapid Degradation BS 141	BS	BS-138.png	Space/Nature	N/A	N/A	Hyper Rank Debuff	Reaction Skill	6	Rare	Choose a Supertype. Abilities and effects from cards with the chosen Supertype can't be played or activated until your next Starting Phase.
Sawblade Trap BS 142	BS	BS-139.png	Metal	N/A	N/A	Hyper Rank Counter Trap Attack	Reaction Skill	4	Rare	Contingency: The user is Metal-type and an opponent is attacking. (You may play this card immediately if this card's Contingency requirements are met.);Hit target reachable opponent Character for X Unblockable Damage, where X is that Character's Level. If this card's Contingency was met, this Attack's Damage is doubled.
Shock Trap BS 143	BS	BS-140.png	Storm	N/A	N/A	Hyper Rank Burn Trap Attack	Reaction Skill	4	Rare	Contingency: The user is Storm-type and an opponent Player controls at least 1 Character or Item card with Power Counter(s) on it. (You may play this card immediately if this card's Contingency requirements are met.);Hit target reachable opponent for PLV+2 Basic Damage. If this card's Contingency was met, remove up to 3 Power Counter(s) divided as you choose among any number of Characters and Items opponent Players control.
Spikepit Trap BS 144	BS	BS-141.png	Dark	N/A	N/A	Hyper Rank Destruction Counter Trap Attack	Reaction Skill	4	Rare	Contingency: The user is Darkness-type and an opponent Character is using a Reaction. (You may play this card immediately if this card's Contingency requirements are met.);Hit target reachable opponent Character for PLV+3 Basic Damage. If this card's Contingency was met, Knock Out that Character.
Stasis Trap BS 145	BS	BS-142.png	Time	N/A	N/A	Hyper Rank Burn Recovery Trap	Reaction Skill	3	Rare	Contingency: The user is Time-type and an opponent has more TP than you. (You may play this card immediately if this card's Contingency requirements are met.);Target opponent Player loses 2 TP. If this card's Contingency was met, all opponent Players lose 2 TP instead and gain a number of TP equal to the TP those Players lost this way.
Treeroot Trap BS 146	BS	BS-143.png	Nature	N/A	N/A	Hyper Rank Debuff Burn Trap Attack	Reaction Skill	3	Rare	Contingency: The user is Nature-type and an opponent Player has 10 or fewer cards in their Discard Pile.;Hit target reachable opponent for PLV+3 Basic Damage. If this card's Contingency was met, target opponent Player shuffles their Deck and sends the top 3 cards of their Deck to their Discard Pile.
War Cry BS 147	BS	BS-144.png	Earth/Fire	N/A	N/A	Special Rank Chain Buff	Reaction Skill	3	Uncommon	This card can be used during any Phase.;The user gains +2 PLV, +1 for each card in the current Chain until this turn's End Phase.
Amplify BS 148	BS	BS-145.png	Storm	N/A	N/A	Special Rank Buff	Reaction	1	Common	If you draw this card, you may play it from your Hand immediately.;Target Character's Attacks have 1 additional hit until your next Starting Phase.
Astral Destiny BS 149	BS	BS-146.png	Space	N/A	N/A	Special Rank Rift Debuff	Reaction	1	Common	If you draw this card, you may play it from your Hand immediately.;Target Character gains Void until your next Starting Phase.
Black Ice BS 150	BS	BS-147.png	Water	N/A	N/A	Normal Rank Defense	Reaction	1	Uncommon	Reduce 1 Attack's Basic Damage per hit by the user's PLV.
Boiling Ice Armor BS 151	BS	BS-148.png	Water/Fire	N/A	N/A	Special Rank Defense	Reaction	3	Rare	Paradox: All Unblockable and True Damage the user receives becomes Basic Damage until your next Starting Phase. (If your Character Element Pool has this card's element(s), this card's Paradox is active.);Block 1 Physical Attack of Special Rank or lower.
Compress BS 152	BS	BS-149.png	Earth	N/A	N/A	Special Rank Buff	Reaction	0	Common	Surprise: Play a Character from your Fighter Pool. (This card enters the field face-down in your Player Equip Zone. Once this card's Surprise requirements have been met, reveal and activate it.);If this card activates, the Character you played from your Fighter Pool costs up to 2 fewer TP.
Confound BS 153	BS	BS-150.png	Water	N/A	N/A	Special Rank Burn Deflect	Reaction	3	Common	Deflect 1 Attack of Ultra Rank or lower unless the attacker discards 2 cards from their Hand.
Darkness Aura BS 154	BS	BS-151.png	Dark	N/A	N/A	Special Rank Defense	Reaction	2	Common	All Unblockable and True Damage target Character receives becomes Basic Damage until your next Starting Phase.
Deceiver's Gambit BS 155	BS	BS-152.png	Dark	N/A	N/A	Hyper Rank Defense	Reaction	2	Rare	Overdrive: Discard a card with the same Rank as the attacker's Attack. (You may pay this cost to trigger this card's Overdrive effect.);Block 1 Attack of Special Rank or lower. If this card's Overdrive was paid, Negate the attacker's Attack instead.
Dimensional Swerve BS 156	BS	BS-153.png	Space	N/A	N/A	Special Rank Defense	Reaction	3	Common	Negate 1 Attack of Special Rank or lower.
Dismantle BS 157	BS	BS-154.png	Earth	N/A	N/A	Special Rank Destruction	Reaction	2	Uncommon	Surprise: An opponent Player plays or activates an Item. (This card enters the field face-down in your Player Equip Zone. Once this card's Surprise requirements have been met, reveal and activate it.);If this card activates, Negate and destroy target Item.
Explosive Punch BS 158	BS	BS-155.png	Fire	N/A	N/A	Hyper Rank Displacer Negate Block	Reaction	4	Rare	Block 1 Attack of Hyper Rank that targets the user of this card or Negate 1 Attack of Special Rank or lower that targets the user of this card. If successful, send the attacker to their owner's Backup Zone if possible.
Flareskin BS 159	BS	BS-156.png	Fire	N/A	N/A	Normal Rank Counter Burn	Reaction	2	Uncommon	Put 3 Damage Counters on the attacker for each hit in their current Attack.
Hard Counter BS 160	BS	BS-157.png	Metal	N/A	N/A	Hyper Rank Destruction Defense	Reaction	4	Uncommon	Overdrive: Send 2 cards from your Hand to your Discard Pile. (You may pay this cost to trigger this card's Overdrive effect.);Block 1 Physical Attack of Ultra Rank or lower that targets the user of this card. If this card's Overdrive was paid and the attacker is a Character, Knock Out that Character.
Hornetstorm BS 161	BS	BS-158.png	Nature	N/A	N/A	Hyper Rank Debuff Counter Physical Attack	Reaction	3	Common	Counter-hit for 1 Basic Damage 4 times then if your target is a Character, put 5 Poison Counter(s) on them.
Hyper Armor BS 162	BS	BS-159.png	Metal	N/A	N/A	Ultra Rank Buff	Reaction	4	Common	Put 2 Barrier Counter(s) and 2 Shield Counter(s) on the user.
Insight Shine BS 163	BS	BS-160.png	Light	N/A	N/A	Special Rank Draw Recovery	Reaction	2	Common	Surprise: Draw at least 4 cards in 1 turn. (This card enters the field face-down in your Player Equip Zone. Once this card's Surprise requirements have been met, reveal and activate it.);If this card activates, target Player or Character heals for 3 HP.
Ivy Snare BS 164	BS	BS-161.png	Nature	N/A	N/A	Special Rank Burn	Reaction	1	Common	Target opponent Player discards 2 cards from their Hand.
Life Aura BS 165	BS	BS-162.png	Space/Light	N/A	N/A	Legendary Rank Recovery Defense Negate	Reaction	8	Ultra Rare	Negate 1 card of Legendary Rank or lower. If successful, remove all Counters from the user. They lose all gained temporary keywords, abilities, and effects. Put 4 Shield Counter(s) and 4 Barrier Counter(s) on the user.
Momentum Cancel BS 166	BS	BS-163.png	Time	N/A	N/A	Special Rank Debuff Negate	Reaction	3	Uncommon	Negate 1 Physical Attack of _Ultra Rank or lower that targets the user of this card. If successful, put 1 Paralyze Counter(s) on the attacker.
Multiversal Telefrag BS 167	BS	BS-164.png	Space/Time	N/A	N/A	Ultra Rank Debuff Counter Physical Attack	Reaction	5	Uncommon	Counter-hit for 10 True damage.;Put 1 Timebomb Counter(s) on your target.
Penultimate Stop BS 168	BS	BS-165.png	Time	N/A	N/A	Devastation Rank Burn	Reaction	0	Rare	Mythical (Only 1 copy of this card can exist in your Deck.);As an additional cost to play this card, send 4 cards from your Hand to your Discard Pile.;All Players' TP becomes 0.
Power Hijack BS 169	BS	BS-166.png	Storm	N/A	N/A	Ultra Rank Burn Resource Block	Reaction	5	Rare	Block 1 Attack of Devastation Rank or lower that targets the user of this card. If successful, you may move up to 3 Power Counter(s) from a card of your choice to another card of your choice.
Prismatic Blood BS 170	BS	BS-167.png	Light/Earth	N/A	N/A	Hyper Rank Counter	Reaction	4	Uncommon	Counter-hit for X True Damage, where X is equal to the number of Damage Counters on the user.
Purgatory Flames BS 171	BS	BS-168.png	Fire	N/A	N/A	Legendary Rank Burn Destruction	Reaction	10	Omega Rare	Mythical (Only 1 copy of this card can exist in your Deck.);Negate and destroy all Items, Augments, Zones, Skills, Reactions and face-down cards all Players control.
Rainbow Field BS 172	BS	BS-169.png	Light/Water	N/A	N/A	Ultra Rank Defense	Reaction	6	Rare	Target Character gains Immune to Damage until your next Starting Phase.
Refract BS 173	BS	BS-170.png	Light/Water	N/A	N/A	Special Rank Draw	Reaction	1	Common	If you draw this card, you may play it from your Hand immediately.;Draw 4 cards, then put 2 cards from your Hand on the bottom of your Deck in any order.
Riposte BS 174	BS	BS-171.png	Time	N/A	N/A	Special Rank Counter	Reaction	1	Common	Deflect 1 Physical Attack of Special Rank or lower that targets the user of this card.
Severe Strike BS 175	BS	BS-172.png	Metal	N/A	N/A	Hyper Rank Combo Burn	Reaction	4	Uncommon	Surprise: You or an ally deals at least 10 total Damage with an Attack. (This card enters the field face-down in your Player Equip Zone. Once this card's Surprise requirements have been met, reveal and activate it.);If this card activates, put 5 Damage Counters on each target hit by that Attack.
Smog Screen BS 176	BS	BS-173.png	Dark/Fire	N/A	N/A	Hyper Rank Curse Defense	Reaction	4	Common	Put your choice of 4 Poison Counter(s), 3 Blindness Counter(s), or 2 Drain Counter(s) on the attacker.
Stutter Step BS 177	BS	BS-174.png	Space/Time	N/A	N/A	Hyper Rank Defense	Reaction	4	Uncommon	Negate 1 Physical Attack that targets the user of this card then put 2 Drain Counter(s) on the user.
Summon Recall BS 178	BS	BS-175.png	Time	N/A	N/A	Special Rank Recovery	Reaction	1	Uncommon	Send target Character you control to your Fighter Pool.
Taunt BS 179	BS	BS-176.png	Dark	N/A	N/A	Special Rank Combo Burn	Reaction	1	Uncommon	This card can only be played after the user has dealt Damage during the turn you activate it.;Target opponent Player loses 3 TP.
Temporal Freeze BS 180	BS	BS-177.png	Time/Water	N/A	N/A	Legendary Rank Chain Negate	Reaction	8	Ultra Rare	Negate all cards and abilities in the current Chain except this card and end the current turn.
Vorpal Warp BS 181	BS	BS-178.png	Space	N/A	N/A	Hyper Rank Rift Destruction	Reaction	4	Rare	This card can only be activated if the user and the attacker are Characters.;Send the user and the attacker to their owners' Rift Zones then if the user's Level is higher than the attacker's Level, send a number of cards from the top of your Deck to your Rift Zone equal to the difference.
Antimatter Breaker BS 182	BS	BS-179.png	Null	N/A	N/A	Hyper Rank Rift Energy Attack	Skill	4	Uncommon	Hit all opponents for PLV+X Basic Damage, where X is the number of Characters in your Rift Zone.
Aquaforge BS 183	BS	BS-180.png	Water	N/A	N/A	Hyper Rank Search Draw	Skill	4	Uncommon	Look at the top 4 cards of your Deck. You may reveal a card with Equip from those cards and put it in your Hand, then put the rest of those cards on the top of your Deck in any order.
Aquatic Edge BS 184	BS	BS-181.png	Water	N/A	N/A	Special Rank Draw Physical Attack	Skill	1	Common	Hit target reachable opponent for PLV+2 Basic Damage then draw 2 cards and put 2 cards from your Hand on the bottom of your Deck in any order.
Arcing Voltage BS 185	BS	BS-182.png	Storm	N/A	N/A	Special Rank Combo Energy Attack	Skill	2	Uncommon	Hit up to 2 target reachable opponents for PLV+3 Basic Damage. If the user is Storm-type, hit all reachable opponents instead.
Artificial Attack BS 186	BS	BS-183.png	Null	N/A	N/A	Normal Rank Physical Attack	Skill	0	Common	Hit target reachable opponent for PLV Basic damage.
Asp Strike BS 187	BS	BS-184.png	Nature	N/A	N/A	Special Rank Debuff Physical Attack	Skill	2	Uncommon	Hit target reachable opponent for PLV+2 Basic Damage then if your target is a Character, put a number of Poison Counter(s) on them equal to the Damage dealt.
Battery Overload BS 188	BS	BS-185.png	Storm	N/A	N/A	Hyper Rank Energy Attack	Skill	4	Uncommon	Hit target Player for PLV+X True Damage, where X is your target's TP.
Blood Edge BS 189	BS	BS-186.png	Dark	N/A	N/A	Special Rank Debuff Physical Attack	Skill	2	Common	Hit target reachable opponent for PLV+4 Basic Damage then if the user is Darkness-type, put 1 Curse Counter(s) on your target.
Bloody Slash BS 190	BS	BS-187.png	Dark	N/A	N/A	Special Rank Buff Physical Attack	Skill	3	Common	Hit target reachable opponent for PLV+2 Basic Damage. If successful, the user gains Bloodlust 1 until your next Starting Phase.
Bonecracking Punch BS 191	BS	BS-188.png	Earth	N/A	N/A	Hyper Rank Debuff Physical Attack	Skill	3	Uncommon	Hit target reachable opponent for PLV+4 Basic Damage then if your target is a Character, put a number of Fracture Counter(s) on them equal to the Damage dealt by this card.
Branching Strike BS 192	BS	BS-189.png	Nature	N/A	N/A	Special Rank Resource Physical Attack	Skill	3	Common	Once per round, during your Preparation Phase, if this card is in your Discard Pile, you may attach it face-down to a Nature-type Character's that you control.;Hit up to 2 target reachable opponents for PLV Basic Damage.
Catapult Kick BS 193	BS	BS-190.png	Metal	N/A	N/A	Special Rank Displacer Physical Attack	Skill	2	Common	Hit target reachable opponent for PLV+2 Basic Damage. If successful, send your target to their controller's Backup Zone then you may send another Character from their Backup Zone to their Character Zone.
Chronoboost BS 194	BS	BS-191.png	Time	N/A	N/A	Normal Rank Combo Attack	Skill	0	Uncommon	Hit target reachable opponent for 3 Basic Damage then you may attach a Skill from your Hand to the user.
Continuum Blast BS 195	BS	BS-192.png	Space/Time	N/A	N/A	Special Rank Energy Attack	Skill	1	Common	Hit target reachable opponent for PLV+2 Basic Damage.;Paradox: Send this card to your Hand when it resolves. (If your Character Element Pool has this card's element(s), this card's Paradox is active.)
Cosmic Pull BS 196	BS	BS-193.png	Space	N/A	N/A	Special Rank Combo Search Resource Attack	Skill	4	Uncommon	Lock-On (This card ignores the targeting rules of Combat Zone Order.);Hit target opponent for PLV+3 Unblockable Damage. If the user is Space-type, you may search your Discard Pile for a non-Character Skill or Reaction and attach it to the user.
Cresting Wave Kick BS 197	BS	BS-194.png	Light/Water	N/A	N/A	Hyper Rank Physical Attack	Skill	5	Common	Hit all reachable opponents for PLVx2 True Damage unless another player pays 3 TP. If they do, this Attack deals PLV Basic Damage instead.
Dendrotoxic Spines BS 198	BS	BS-195.png	Nature	N/A	N/A	Hyper Rank Curse Physical Attack	Skill	5	Uncommon	Hit target reachable opponent for PLV+X Unblockable Damage, where X is the total number of Poison Counter(s) on all Characters on the field.
Double Magnum BS 199	BS	BS-196.png	Metal/Fire	N/A	N/A	Ultra Rank Projectile Attack	Skill	5	Common	Hit for 10 damage 2 times divided as you choose among one or two reachable opponents.
Drowning Tsunami BS 200	BS	BS-197.png	Water	N/A	N/A	Ultra Rank Resource Energy Attack	Skill	6	Rare	Hit all reachable opponents for 2xX Unblockable Damage, where X is equal to the total number of cards in all Players' Hands.
Dynamo Discharge BS 201	BS	BS-198.png	Storm	N/A	N/A	Hyper Rank Resource Energy Attack	Skill	4	Rare	Hit up to 2 target reachable opponents for X Basic Damage, where X is equal to the number of Power Counter(s) on all cards on the field.
Exploit Weakness BS 202	BS	BS-199.png	Dark	N/A	N/A	Devastation Rank Combo Curse Physical Attack	Skill	6	Super Rare	Lock-On (This card ignores the targeting rules of Combat Zone Order.);Hit target opponent for PLV+4 Basic Damage. If your target is a Character and has any Paralyze Counter(s), Drain Counter(s), Poison Counter(s), Fracture Counter(s), and/or Blindness Counter(s) on it, this Attack does True Damage instead and double the number of each of those counters on your target.
Fungal Spores BS 203	BS	BS-200.png	Nature	N/A	N/A	Special Rank Debuff	Skill	3	Common	Put 2 Poison Counter(s) on all opponent Characters.
Galaxy Ray BS 204	BS	BS-201.png	Space	N/A	N/A	Hyper Rank Rift Energy Attack	Skill	4	Rare	Lock-On (This card ignores the targeting rules of Combat Zone Order.);Overdrive: Send the bottom 4 cards of your Deck to your Rift Zone. (You may pay this cost to trigger this card's Overdrive effect.);Hit target opponent for PLVx2 Basic Damage. If this card's Overdrive was paid, this Attack deals True Damage instead.
Gathering Charge BS 205	BS	BS-202.png	Light/Storm	N/A	N/A	Special Rank Search Resource	Skill	2	Uncommon	Lock-On (This card ignores the targeting rules of Combat Zone Order.);Search your Deck for up to 4 Energy Skill or Reaction cards and reveal them then shuffle your Deck and send those cards to the top of your Deck in any order.
Genesis Mode BS 206	BS	BS-203.png	Space	N/A	N/A	Legendary Rank Buff	Skill	10	Omega Rare	Mythical (Only 1 copy of this card can exist in your Deck.);This card can only be used from your Hand.;This card can be used at any time there isn't a Chain.;The user enters The Last Stand, gains +10 PLV and Multistrike 4 until this turn's End Phase.
Grit of the Wild BS 207	BS	BS-204.png	Nature	N/A	N/A	Special Rank Burn	Skill	2	Uncommon	Each opponent Player discards a card from their Hand. If the user is Nature-type, each opponent Player reveals their Hand to you then you choose a card for each Player to discard instead.
Holy Brand BS 208	BS	BS-205.png	Light/Fire	N/A	N/A	Special Rank Recovery	Skill	2	Common	Lock-On (This card ignores the targeting rules of Combat Zone Order.);Target Character heals for 5 HP then put 2 Drain Counter(s) on that Character.
Infernal Blast BS 209	BS	BS-206.png	Fire	N/A	N/A	Special Rank Combo Energy Attack	Skill	2	Uncommon	Hit target reachable opponent for PLV+5 Basic Damage then if the user is Fire-type, you may attach a Fire-type Skill or Reaction from your Hand to the user of this card.
Ion Discharge BS 210	BS	BS-207.png	Storm	N/A	N/A	Hyper Rank Resource Energy Attack	Skill	5	Rare	Put X Power Counter(s) on the user, where X is the user's TP, then hit all reachable opponents for Y Basic Damage, where Y is the number of Power Counter(s) on the user.
Ironblood Screech BS 211	BS	BS-208.png	Dark/Metal	N/A	N/A	Hyper Rank Curse Attack	Skill	4	Rare	Hit all reachable opponents for PLV+4 Unblockable Damage. Each target hit successfully gains Timid 10 until your next turn's Starting Phase.
Kelvin Shock BS 212	BS	BS-209.png	Water	N/A	N/A	Special Rank Combo Debuff	Skill	2	Uncommon	Put 1 Paralyze Counter(s) on target reachable opponent Character. If the user is Water-type, put 1 Paralyze Counter(s) on target reachable opponent Character.
Light Barrier BS 213	BS	BS-210.png	Light	N/A	N/A	Hyper Rank Recovery Buff	Skill	3	Common	The user heals for 5 HP then put 1 Barrier Counter(s) and 1 Shield Counter(s) on them.
Mach 10 BS 214	BS	BS-211.png	Time	N/A	N/A	Devastation Rank Combo Physical Attack	Skill	2	Super Rare	Replay: 2 TP. (You may pay this cost to activate this card again before it's destroyed.);When this card is used, you may put any number of Damage Counters on the user.;Hit target reachable opponent for PLV+X Basic Damage, where X is the number of Damage Counters put on the user by this card.
Mimic Attack BS 215	BS	BS-212.png	Null	N/A	N/A	Ultra Rank Combo	Skill	0	Rare	Mythical (Only 1 copy of this card can exist in your Deck.);You may search all Discard Piles for a non-Character Skill card and activate it by paying its cost. If you do, it becomes Null-type instead of its original Elements.
Mud Spike BS 216	BS	BS-213.png	Earth	N/A	N/A	Special Rank Destruction Physical Attack	Skill	2	Uncommon	Hit target reachable opponent for 8 Basic Damage then if the user is Earth-type, destroy up to 2 cards in your target's Equip Zone.
Photosynthesis Shot BS 217	BS	BS-214.png	Light	N/A	N/A	Special Rank Recovery Energy Attack	Skill	2	Uncommon	Hit target reachable opponent for PLV+4 Basic Damage then if the user is Light-type, target Player or Character heals for 5 HP.
Puncture Shot BS 218	BS	BS-215.png	Metal	N/A	N/A	Hyper Rank Debuff Physical Attack	Skill	4	Common	Hit target reachable opponent for PLV+5 Basic Damage. If successful, your target gains Concussion until next turn's Starting Phase.
Regrowth BS 219	BS	BS-216.png	Nature	N/A	N/A	Special Rank Recovery Search	Skill	2	Common	The user heals for 4 HP.;Search your Discard Pile for a non-Character card. Send that card to the bottom of your Deck.
Rising Dragon Fist BS 220	BS	BS-217.png	Storm/Fire	N/A	N/A	Hyper Rank Combo Physical Attack	Skill	3	Uncommon	You may reveal any number of Fire-type or Storm-type cards from your Hand then hit target reachable opponent for X+4 Unblockable Damage, where X is the number of cards revealed this way.
Sands of Time BS 221	BS	BS-218.png	Time/Earth	N/A	N/A	Hyper Rank Recovery Attack	Skill	3	Common	Hit target reachable opponent for 9 Unblockable Damage.;Paradox: Gain 3 TP. (If your Character Element Pool has this card's element(s), this card's Paradox is active.)
Sigil of Drought BS 222	BS	BS-219.png	Water/Fire	N/A	N/A	Hyper Rank Debuff Attack	Skill	3	Common	Hit target opponent Player for PLV Basic Damage. If successful, your target can't draw more than 2 cards until your next Starting Phase.
Spacial Relocation BS 223	BS	BS-220.png	Space/Water	N/A	N/A	Hyper Rank Search Draw	Skill	3	Uncommon	Look at the top 4 cards of your Deck then send 1 of those cards to your Hand and the rest of those cards to the bottom of your Deck in any order.
Temporal Fracture BS 224	BS	BS-221.png	Time	N/A	N/A	Normal Rank Recovery Attack	Skill	0	Common	Hit target reachable opponent for PLV Basic Damage then if the user is Time-type, gain 1 TP.
Thundersmite BS 225	BS	BS-222.png	Storm	N/A	N/A	Special Rank Energy Attack	Skill	3	Common	Lock-On (This card ignores the targeting rules of Combat Zone Order.);Hit target opponent for PLV+2 True Damage.
Titanite Sledge BS 226	BS	BS-223.png	Metal	N/A	N/A	Special Rank Physical Attack	Skill	2	Common	Hit target reachable opponent for PLV+4 Basic Damage. If the user is Metal-type, this deals Unblockable Damage instead.
UV Blast BS 227	BS	BS-224.png	Light	N/A	N/A	Normal Rank Curse Energy Attack	Skill	1	Common	Hit target reachable opponent for PLV+1 Basic Damage. If successful, put 2 Blindness Counter(s) on your target.
Variable Charge BS 228	BS	BS-225.png	Nature/Storm	N/A	N/A	Special Rank Chance Resource	Skill	5	Common	Mythical (Only 1 copy of this card can exist in your Deck.);Roll a d20, then do the following based on the result:; - 1-2: Put 1 Power Counter(s) on target card.; - 3-9: Put 3 Power Counter(s) on target card.; - 10-18: Put 6 Power Counter(s) on target card.; - 19-20: Put X Power Counter(s) on target card, where X is the result.
Void Axe BS 229	BS	BS-226.png	Space/Metal	N/A	N/A	Ultra Rank Rift Combo Physical Attack	Skill	3	Rare	Send up to 5 cards from the top of your Deck to your Rift Zone, then hit target reachable opponent for PLV+3xX Basic Damage, where X is the number of cards sent to your Rift Zone this way.
